ReleaseDate,FIPS,County,State,None,D0,D1,D2,D3,D4,ValidStart,ValidEnd,StatisticFormatID
20190129,41023,Grant County,OR,0,100,100,87.12,0,0,2019-01-29,2019-02-04,1
20190122,41023,Grant County,OR,0,100,100,87.12,0,0,2019-01-22,2019-01-28,1
20190115,41023,Grant County,OR,0,100,100,87.12,4.21,0,2019-01-15,2019-01-21,1
20190108,41023,Grant County,OR,0,100,100,87.12,4.21,0,2019-01-08,2019-01-14,1
20190101,41023,Grant County,OR,0,100,100,87.12,4.21,0,2019-01-01,2019-01-07,1
20190430,41025,Harney County,OR,76.94,23.06,0,0,0,0,2019-04-30,2019-05-06,1
20190423,41025,Harney County,OR,76.94,23.06,0,0,0,0,2019-04-23,2019-04-29,1
20190416,41025,Harney County,OR,71.21,28.79,0,0,0,0,2019-04-16,2019-04-22,1
20190409,41025,Harney County,OR,23.75,76.25,0,0,0,0,2019-04-09,2019-04-15,1
20190402,41025,Harney County,OR,0,100,76.51,0,0,0,2019-04-02,2019-04-08,1
20190326,41025,Harney County,OR,0,100,76.51,0,0,0,2019-03-26,2019-04-01,1
20190319,41025,Harney County,OR,0,100,76.51,0,0,0,2019-03-19,2019-03-25,1
20190312,41025,Harney County,OR,0,100,76.51,0,0,0,2019-03-12,2019-03-18,1
20190305,41025,Harney County,OR,0,100,100,76.48,0,0,2019-03-05,2019-03-11,1
20190226,41025,Harney County,OR,0,100,100,76.48,0,0,2019-02-26,2019-03-04,1
20190219,41025,Harney County,OR,0,100,100,76.48,7.13,0,2019-02-19,2019-02-25,1
20190212,41025,Harney County,OR,0,100,100,89.51,7.13,0,2019-02-12,2019-02-18,1
20190205,41025,Harney County,OR,0,100,100,89.51,7.13,0,2019-02-05,2019-02-11,1
20190129,41025,Harney County,OR,0,100,100,89.51,7.16,0,2019-01-29,2019-02-04,1
20190122,41025,Harney County,OR,0,100,100,100,7.16,0,2019-01-22,2019-01-28,1
20190115,41025,Harney County,OR,0,100,100,100,40.34,0,2019-01-15,2019-01-21,1
20190108,41025,Harney County,OR,0,100,100,100,40.34,0,2019-01-08,2019-01-14,1
20190101,41025,Harney County,OR,0,100,100,100,40.34,0,2019-01-01,2019-01-07,1
20190430,41027,Hood River County,OR,53.18,46.82,0,0,0,0,2019-04-30,2019-05-06,1
20190423,41027,Hood River County,OR,53.18,46.82,0,0,0,0,2019-04-23,2019-04-29,1
20190416,41027,Hood River County,OR,53.18,46.82,0,0,0,0,2019-04-16,2019-04-22,1
20190409,41027,Hood River County,OR,0,100,0,0,0,0,2019-04-09,2019-04-15,1
20190402,41027,Hood River County,OR,0,100,13.6,0,0,0,2019-04-02,2019-04-08,1
20190326,41027,Hood River County,OR,0,100,13.6,0,0,0,2019-03-26,2019-04-01,1
20190319,41027,Hood River County,OR,0,100,13.6,0,0,0,2019-03-19,2019-03-25,1
20190312,41027,Hood River County,OR,0,100,13.6,0,0,0,2019-03-12,2019-03-18,1
20190305,41027,Hood River County,OR,0,100,13.6,0,0,0,2019-03-05,2019-03-11,1
20190226,41027,Hood River County,OR,0,100,13.6,0,0,0,2019-02-26,2019-03-04,1
20190219,41027,Hood River County,OR,0,100,100,0.5,0,0,2019-02-19,2019-02-25,1
20190212,41027,Hood River County,OR,0,100,100,0.5,0,0,2019-02-12,2019-02-18,1
20190205,41027,Hood River County,OR,0,100,100,0.5,0,0,2019-02-05,2019-02-11,1
20190129,41027,Hood River County,OR,0,100,100,0.5,0,0,2019-01-29,2019-02-04,1
20190122,41027,Hood River County,OR,0,100,100,0.5,0,0,2019-01-22,2019-01-28,1
20190115,41027,Hood River County,OR,0,100,100,0.5,0,0,2019-01-15,2019-01-21,1
20190108,41027,Hood River County,OR,0,100,100,0.5,0,0,2019-01-08,2019-01-14,1
20190101,41027,Hood River County,OR,0,100,100,0.5,0,0,2019-01-01,2019-01-07,1
20190430,41029,Jackson County,OR,100,0,0,0,0,0,2019-04-30,2019-05-06,1
20190423,41029,Jackson County,OR,100,0,0,0,0,0,2019-04-23,2019-04-29,1
20190416,41029,Jackson County,OR,100,0,0,0,0,0,2019-04-16,2019-04-22,1
20190409,41029,Jackson County,OR,65.16,34.84,0,0,0,0,2019-04-09,2019-04-15,1
20190402,41029,Jackson County,OR,8.57,91.43,34.67,0,0,0,2019-04-02,2019-04-08,1
20190326,41029,Jackson County,OR,8.57,91.43,34.67,0,0,0,2019-03-26,2019-04-01,1
20190319,41029,Jackson County,OR,8.57,91.43,34.67,0,0,0,2019-03-19,2019-03-25,1
20190312,41029,Jackson County,OR,8.57,91.43,34.67,0,0,0,2019-03-12,2019-03-18,1
20190305,41029,Jackson County,OR,0,100,44.34,0,0,0,2019-03-05,2019-03-11,1
20190226,41029,Jackson County,OR,0,100,100,0,0,0,2019-02-26,2019-03-04,1
20190219,41029,Jackson County,OR,0,100,100,100,0,0,2019-02-19,2019-02-25,1
20190212,41029,Jackson County,OR,0,100,100,100,3.41,0,2019-02-12,2019-02-18,1
20190205,41029,Jackson County,OR,0,100,100,100,3.41,0,2019-02-05,2019-02-11,1
20190129,41029,Jackson County,OR,0,100,100,100,3.41,0,2019-01-29,2019-02-04,1
20190122,41029,Jackson County,OR,0,100,100,100,12.57,0,2019-01-22,2019-01-28,1
20190115,41029,Jackson County,OR,0,100,100,100,12.57,0,2019-01-15,2019-01-21,1
20190108,41029,Jackson County,OR,0,100,100,100,12.57,0,2019-01-08,2019-01-14,1
20190101,41029,Jackson County,OR,0,100,100,100,12.57,0,2019-01-01,2019-01-07,1
20190430,41031,Jefferson County,OR,57.37,42.63,0,0,0,0,2019-04-30,2019-05-06,1
20190423,41031,Jefferson County,OR,57.37,42.63,0,0,0,0,2019-04-23,2019-04-29,1
20190416,41031,Jefferson County,OR,11.66,88.34,0,0,0,0,2019-04-16,2019-04-22,1
20190409,41031,Jefferson County,OR,0,100,0,0,0,0,2019-04-09,2019-04-15,1
20190402,41031,Jefferson County,OR,0,100,85.2,0,0,0,2019-04-02,2019-04-08,1
20190326,41031,Jefferson County,OR,0,100,85.2,0,0,0,2019-03-26,2019-04-01,1
20190319,41031,Jefferson County,OR,0,100,85.2,0,0,0,2019-03-19,2019-03-25,1
20190312,41031,Jefferson County,OR,0,100,85.2,0,0,0,2019-03-12,2019-03-18,1
20190305,41031,Jefferson County,OR,0,100,100,79.13,0,0,2019-03-05,2019-03-11,1
20190226,41031,Jefferson County,OR,0,100,100,79.13,0,0,2019-02-26,2019-03-04,1
20190219,41031,Jefferson County,OR,0,100,100,100,47.11,0,2019-02-19,2019-02-25,1
20190212,41031,Jefferson County,OR,0,100,100,100,47.11,0,2019-02-12,2019-02-18,1
20190205,41031,Jefferson County,OR,0,100,100,100,47.11,0,2019-02-05,2019-02-11,1
20190129,41031,Jefferson County,OR,0,100,100,100,47.11,0,2019-01-29,2019-02-04,1
20190122,41031,Jefferson County,OR,0,100,100,100,47.11,0,2019-01-22,2019-01-28,1
20190115,41031,Jefferson County,OR,0,100,100,100,47.11,0,2019-01-15,2019-01-21,1
20190108,41031,Jefferson County,OR,0,100,100,100,47.11,0,2019-01-08,2019-01-14,1
20190101,41031,Jefferson County,OR,0,100,100,100,47.11,0,2019-01-01,2019-01-07,1
20190430,41033,Josephine County,OR,100,0,0,0,0,0,2019-04-30,2019-05-06,1
20190423,41033,Josephine County,OR,100,0,0,0,0,0,2019-04-23,2019-04-29,1
20190416,41033,Josephine County,OR,100,0,0,0,0,0,2019-04-16,2019-04-22,1
20190409,41033,Josephine County,OR,100,0,0,0,0,0,2019-04-09,2019-04-15,1
20190402,41033,Josephine County,OR,83.23,16.77,0,0,0,0,2019-04-02,2019-04-08,1
20190326,41033,Josephine County,OR,83.23,16.77,0,0,0,0,2019-03-26,2019-04-01,1
20190319,41033,Josephine County,OR,83.23,16.77,0,0,0,0,2019-03-19,2019-03-25,1
20190312,41033,Josephine County,OR,83.23,16.77,0,0,0,0,2019-03-12,2019-03-18,1
20190305,41033,Josephine County,OR,63.01,36.99,0,0,0,0,2019-03-05,2019-03-11,1
20190226,41033,Josephine County,OR,5.53,94.47,25.34,0,0,0,2019-02-26,2019-03-04,1
20190219,41033,Josephine County,OR,0,100,87.46,8.66,0,0,2019-02-19,2019-02-25,1
20190212,41033,Josephine County,OR,0,100,100,13.26,0,0,2019-02-12,2019-02-18,1
20190205,41033,Josephine County,OR,0,100,100,85.3,0,0,2019-02-05,2019-02-11,1
20190129,41033,Josephine County,OR,0,100,100,85.69,0,0,2019-01-29,2019-02-04,1
20190122,41033,Josephine County,OR,0,100,100,85.69,0,0,2019-01-22,2019-01-28,1
20190115,41033,Josephine County,OR,0,100,100,85.69,0,0,2019-01-15,2019-01-21,1
20190108,41033,Josephine County,OR,0,100,100,85.69,0,0,2019-01-08,2019-01-14,1
20190101,41033,Josephine County,OR,0,100,100,85.69,0,0,2019-01-01,2019-01-07,1
20190430,41035,Klamath County,OR,100,0,0,0,0,0,2019-04-30,2019-05-06,1
20190423,41035,Klamath County,OR,100,0,0,0,0,0,2019-04-23,2019-04-29,1
20190416,41035,Klamath County,OR,100,0,0,0,0,0,2019-04-16,2019-04-22,1
20190409,41035,Klamath County,OR,24.63,75.37,0,0,0,0,2019-04-09,2019-04-15,1
20190402,41035,Klamath County,OR,4.21,95.79,75.4,0,0,0,2019-04-02,2019-04-08,1
20190326,41035,Klamath County,OR,4.21,95.79,75.4,0,0,0,2019-03-26,2019-04-01,1
20190319,41035,Klamath County,OR,4.21,95.79,75.4,0,0,0,2019-03-19,2019-03-25,1
20190312,41035,Klamath County,OR,4.21,95.79,75.4,0,0,0,2019-03-12,2019-03-18,1
20190305,41035,Klamath County,OR,0,100,90.65,10.45,0,0,2019-03-05,2019-03-11,1
20190226,41035,Klamath County,OR,0,100,100,67.69,0,0,2019-02-26,2019-03-04,1
20190219,41035,Klamath County,OR,0,100,100,99.39,6.1,0,2019-02-19,2019-02-25,1
20190212,41035,Klamath County,OR,0,100,100,99.39,39.61,0,2019-02-12,2019-02-18,1
20190205,41035,Klamath County,OR,0,100,100,99.39,39.61,0,2019-02-05,2019-02-11,1
20190129,41035,Klamath County,OR,0,100,100,99.39,39.61,0,2019-01-29,2019-02-04,1
20190122,41035,Klamath County,OR,0,100,100,100,45,0,2019-01-22,2019-01-28,1
20190115,41035,Klamath County,OR,0,100,100,100,44.95,0,2019-01-15,2019-01-21,1
20190108,41035,Klamath County,OR,0,100,100,100,44.95,0,2019-01-08,2019-01-14,1
20190101,41035,Klamath County,OR,0,100,100,100,44.95,0,2019-01-01,2019-01-07,1
20190430,41037,Lake County,OR,74.45,25.55,0,0,0,0,2019-04-30,2019-05-06,1
20190423,41037,Lake County,OR,74.45,25.55,0,0,0,0,2019-04-23,2019-04-29,1
20190416,41037,Lake County,OR,73.77,26.23,0,0,0,0,2019-04-16,2019-04-22,1
20190409,41037,Lake County,OR,14.97,85.03,0,0,0,0,2019-04-09,2019-04-15,1
20190402,41037,Lake County,OR,0.68,99.32,84.63,0,0,0,2019-04-02,2019-04-08,1
20190326,41037,Lake County,OR,0.68,99.32,84.63,0,0,0,2019-03-26,2019-04-01,1
20190319,41037,Lake County,OR,0.68,99.32,84.63,0,0,0,2019-03-19,2019-03-25,1
20190312,41037,Lake County,OR,0.68,99.32,84.63,0,0,0,2019-03-12,2019-03-18,1
20190305,41037,Lake County,OR,0,100,97.25,66.63,0,0,2019-03-05,2019-03-11,1
20190226,41037,Lake County,OR,0,100,100,87.67,0,0,2019-02-26,2019-03-04,1
20190219,41037,Lake County,OR,0,100,100,88.55,9.29,0,2019-02-19,2019-02-25,1
20190212,41037,Lake County,OR,0,100,100,90.38,12.13,0,2019-02-12,2019-02-18,1
20190205,41037,Lake County,OR,0,100,100,90.38,12.13,0,2019-02-05,2019-02-11,1
20190129,41037,Lake County,OR,0,100,100,90.38,12,0,2019-01-29,2019-02-04,1
20190122,41037,Lake County,OR,0,100,100,100,12,0,2019-01-22,2019-01-28,1
20190115,41037,Lake County,OR,0,100,100,100,12,0,2019-01-15,2019-01-21,1
20190108,41037,Lake County,OR,0,100,100,100,12,0,2019-01-08,2019-01-14,1
20190101,41037,Lake County,OR,0,100,100,100,12,0,2019-01-01,2019-01-07,1
20190430,41039,Lane County,OR,100,0,0,0,0,0,2019-04-30,2019-05-06,1
20190423,41039,Lane County,OR,100,0,0,0,0,0,2019-04-23,2019-04-29,1
20190416,41039,Lane County,OR,100,0,0,0,0,0,2019-04-16,2019-04-22,1
20190409,41039,Lane County,OR,33.32,66.68,0,0,0,0,2019-04-09,2019-04-15,1
20190402,41039,Lane County,OR,13.99,86.01,63.64,0,0,0,2019-04-02,2019-04-08,1
20190326,41039,Lane County,OR,13.99,86.01,63.64,0,0,0,2019-03-26,2019-04-01,1
20190319,41039,Lane County,OR,13.99,86.01,63.64,0,0,0,2019-03-19,2019-03-25,1
20190312,41039,Lane County,OR,14.72,85.28,63.64,0,0,0,2019-03-12,2019-03-18,1
20190305,41039,Lane County,OR,14.87,85.13,63.64,1.31,0,0,2019-03-05,2019-03-11,1
20190226,41039,Lane County,OR,14.87,85.13,63.64,3.08,0,0,2019-02-26,2019-03-04,1
20190219,41039,Lane County,OR,0,100,83.13,62.9,0,0,2019-02-19,2019-02-25,1
20190212,41039,Lane County,OR,0,100,100,65.88,17.92,0,2019-02-12,2019-02-18,1
20190205,41039,Lane County,OR,0,100,100,100,17.92,0,2019-02-05,2019-02-11,1
20190129,41039,Lane County,OR,0,100,100,100,17.74,0,2019-01-29,2019-02-04,1
20190122,41039,Lane County,OR,0,100,100,100,17.74,0,2019-01-22,2019-01-28,1
20190115,41039,Lane County,OR,0,100,100,100,17.74,0,2019-01-15,2019-01-21,1
20190108,41039,Lane County,OR,0,100,100,100,17.74,0,2019-01-08,2019-01-14,1
20190101,41039,Lane County,OR,0,100,100,100,17.74,0,2019-01-01,2019-01-07,1
20190430,41041,Lincoln County,OR,100,0,0,0,0,0,2019-04-30,2019-05-06,1
20190423,41041,Lincoln County,OR,100,0,0,0,0,0,2019-04-23,2019-04-29,1
20190416,41041,Lincoln County,OR,100,0,0,0,0,0,2019-04-16,2019-04-22,1
20190409,41041,Lincoln County,OR,100,0,0,0,0,0,2019-04-09,2019-04-15,1
20190402,41041,Lincoln County,OR,100,0,0,0,0,0,2019-04-02,2019-04-08,1
20190326,41041,Lincoln County,OR,100,0,0,0,0,0,2019-03-26,2019-04-01,1
20190319,41041,Lincoln County,OR,100,0,0,0,0,0,2019-03-19,2019-03-25,1
20190312,41041,Lincoln County,OR,100,0,0,0,0,0,2019-03-12,2019-03-18,1
20190305,41041,Lincoln County,OR,100,0,0,0,0,0,2019-03-05,2019-03-11,1
20190226,41041,Lincoln County,OR,100,0,0,0,0,0,2019-02-26,2019-03-04,1
20190219,41041,Lincoln County,OR,11.45,88.55,0,0,0,0,2019-02-19,2019-02-25,1
20190212,41041,Lincoln County,OR,0,100,62.29,0,0,0,2019-02-12,2019-02-18,1
20190205,41041,Lincoln County,OR,0,100,100,43.39,0,0,2019-02-05,2019-02-11,1
20190129,41041,Lincoln County,OR,0,100,100,43.39,0,0,2019-01-29,2019-02-04,1
20190122,41041,Lincoln County,OR,0,100,100,43.39,0,0,2019-01-22,2019-01-28,1
20190115,41041,Lincoln County,OR,0,100,100,43.39,0,0,2019-01-15,2019-01-21,1
20190108,41041,Lincoln County,OR,0,100,100,43.39,0,0,2019-01-08,2019-01-14,1
20190101,41041,Lincoln County,OR,0,100,100,43.39,0,0,2019-01-01,2019-01-07,1
20190430,41043,Linn County,OR,73.02,26.98,0,0,0,0,2019-04-30,2019-05-06,1
20190423,41043,Linn County,OR,73.02,26.98,0,0,0,0,2019-04-23,2019-04-29,1
20190416,41043,Linn County,OR,73.02,26.98,0,0,0,0,2019-04-16,2019-04-22,1
20190409,41043,Linn County,OR,12.13,87.87,0,0,0,0,2019-04-09,2019-04-15,1
20190402,41043,Linn County,OR,0,100,25.52,0,0,0,2019-04-02,2019-04-08,1
20190326,41043,Linn County,OR,0,100,25.52,0,0,0,2019-03-26,2019-04-01,1
20190319,41043,Linn County,OR,0,100,25.52,0,0,0,2019-03-19,2019-03-25,1
20190312,41043,Linn County,OR,0,100,25.52,0,0,0,2019-03-12,2019-03-18,1
20190305,41043,Linn County,OR,0,100,25.52,0.31,0,0,2019-03-05,2019-03-11,1
20190226,41043,Linn County,OR,0,100,25.52,0.35,0,0,2019-02-26,2019-03-04,1
20190219,41043,Linn County,OR,0,100,100,17.75,0,0,2019-02-19,2019-02-25,1
20190212,41043,Linn County,OR,0,100,100,31.6,0,0,2019-02-12,2019-02-18,1
20190205,41043,Linn County,OR,0,100,100,99.73,0,0,2019-02-05,2019-02-11,1
20190129,41043,Linn County,OR,0,100,100,99.73,0,0,2019-01-29,2019-02-04,1
20190122,41043,Linn County,OR,0,100,100,99.73,0,0,2019-01-22,2019-01-28,1
20190115,41043,Linn County,OR,0,100,100,99.73,0,0,2019-01-15,2019-01-21,1
20190108,41043,Linn County,OR,0,100,100,99.73,0,0,2019-01-08,2019-01-14,1
20190101,41043,Linn County,OR,0,100,100,99.73,0,0,2019-01-01,2019-01-07,1
20190430,41045,Malheur County,OR,100,0,0,0,0,0,2019-04-30,2019-05-06,1
20190423,41045,Malheur County,OR,100,0,0,0,0,0,2019-04-23,2019-04-29,1
20190416,41045,Malheur County,OR,100,0,0,0,0,0,2019-04-16,2019-04-22,1
20190409,41045,Malheur County,OR,60.76,39.24,0,0,0,0,2019-04-09,2019-04-15,1
20190402,41045,Malheur County,OR,0,100,39.14,0,0,0,2019-04-02,2019-04-08,1
20190326,41045,Malheur County,OR,0,100,39.14,0,0,0,2019-03-26,2019-04-01,1
20190319,41045,Malheur County,OR,0,100,39.14,0,0,0,2019-03-19,2019-03-25,1
20190312,41045,Malheur County,OR,0,100,42.19,0,0,0,2019-03-12,2019-03-18,1
20190305,41045,Malheur County,OR,0,100,100,38.73,0,0,2019-03-05,2019-03-11,1
20190226,41045,Malheur County,OR,0,100,100,38.73,0,0,2019-02-26,2019-03-04,1
20190219,41045,Malheur County,OR,0,100,100,45.27,0,0,2019-02-19,2019-02-25,1
20190212,41045,Malheur County,OR,0,100,100,79.76,0,0,2019-02-12,2019-02-18,1
20190205,41045,Malheur County,OR,0,100,100,79.76,0,0,2019-02-05,2019-02-11,1
20190129,41045,Malheur County,OR,0,100,100,79.76,0,0,2019-01-29,2019-02-04,1
20190122,41045,Malheur County,OR,0,100,100,100,0,0,2019-01-22,2019-01-28,1
20190115,41045,Malheur County,OR,0,100,100,100,70.2,0,2019-01-15,2019-01-21,1
20190108,41045,Malheur County,OR,0,100,100,100,70.2,0,2019-01-08,2019-01-14,1
20190101,41045,Malheur County,OR,0,100,100,100,70.2,0,2019-01-01,2019-01-07,1
20190430,41047,Marion County,OR,44.54,55.46,0,0,0,0,2019-04-30,2019-05-06,1
20190423,41047,Marion County,OR,44.54,55.46,0,0,0,0,2019-04-23,2019-04-29,1
20190416,41047,Marion County,OR,44.54,55.46,0,0,0,0,2019-04-16,2019-04-22,1
20190409,41047,Marion County,OR,0,100,0,0,0,0,2019-04-09,2019-04-15,1
20190402,41047,Marion County,OR,0,100,13.9,0,0,0,2019-04-02,2019-04-08,1
20190326,41047,Marion County,OR,0,100,13.9,0,0,0,2019-03-26,2019-04-01,1
20190319,41047,Marion County,OR,0,100,13.9,0,0,0,2019-03-19,2019-03-25,1
20190312,41047,Marion County,OR,0,100,13.9,0,0,0,2019-03-12,2019-03-18,1
20190305,41047,Marion County,OR,0,100,13.9,0,0,0,2019-03-05,2019-03-11,1
20190226,41047,Marion County,OR,0,100,13.9,0,0,0,2019-02-26,2019-03-04,1
20190219,41047,Marion County,OR,0,100,100,9.55,0,0,2019-02-19,2019-02-25,1
20190212,41047,Marion County,OR,0,100,100,14.68,0,0,2019-02-12,2019-02-18,1
20190205,41047,Marion County,OR,0,100,100,73.66,0,0,2019-02-05,2019-02-11,1
20190129,41047,Marion County,OR,0,100,100,73.66,0,0,2019-01-29,2019-02-04,1
20190122,41047,Marion County,OR,0,100,100,73.66,0,0,2019-01-22,2019-01-28,1
20190115,41047,Marion County,OR,0,100,100,73.66,0,0,2019-01-15,2019-01-21,1
20190108,41047,Marion County,OR,0,100,100,73.66,0,0,2019-01-08,2019-01-14,1
20190101,41047,Marion County,OR,0,100,100,73.66,0,0,2019-01-01,2019-01-07,1
20190430,41049,Morrow County,OR,100,0,0,0,0,0,2019-04-30,2019-05-06,1
20190423,41049,Morrow County,OR,100,0,0,0,0,0,2019-04-23,2019-04-29,1
20190416,41049,Morrow County,OR,100,0,0,0,0,0,2019-04-16,2019-04-22,1
20190409,41049,Morrow County,OR,88.81,11.19,0,0,0,0,2019-04-09,2019-04-15,1
20190402,41049,Morrow County,OR,7.16,92.84,0,0,0,0,2019-04-02,2019-04-08,1
20190326,41049,Morrow County,OR,7.16,92.84,0,0,0,0,2019-03-26,2019-04-01,1
20190319,41049,Morrow County,OR,7.16,92.84,0,0,0,0,2019-03-19,2019-03-25,1
20190312,41049,Morrow County,OR,7.16,92.84,0,0,0,0,2019-03-12,2019-03-18,1
20190305,41049,Morrow County,OR,0,100,63.57,0,0,0,2019-03-05,2019-03-11,1
20190226,41049,Morrow County,OR,0,100,63.57,0,0,0,2019-02-26,2019-03-04,1
20190219,41049,Morrow County,OR,0,100,74.98,39.2,0,0,2019-02-19,2019-02-25,1
20190212,41049,Morrow County,OR,0,100,90.16,39.2,0,0,2019-02-12,2019-02-18,1
20190205,41049,Morrow County,OR,0,100,90.16,39.2,0,0,2019-02-05,2019-02-11,1
20190129,41049,Morrow County,OR,0,100,90.16,39.2,0,0,2019-01-29,2019-02-04,1
20190122,41049,Morrow County,OR,0,100,89.84,39.2,0,0,2019-01-22,2019-01-28,1
20190115,41049,Morrow County,OR,0,100,100,39.2,0,0,2019-01-15,2019-01-21,1
20190108,41049,Morrow County,OR,0,100,100,39.2,0,0,2019-01-08,2019-01-14,1
20190101,41049,Morrow County,OR,0,100,100,39.2,0,0,2019-01-01,2019-01-07,1
20190430,41051,Multnomah County,OR,6.99,93.01,0,0,0,0,2019-04-30,2019-05-06,1
20190423,41051,Multnomah County,OR,6.99,93.01,0,0,0,0,2019-04-23,2019-04-29,1
20190416,41051,Multnomah County,OR,6.99,93.01,0,0,0,0,2019-04-16,2019-04-22,1
20190409,41051,Multnomah County,OR,0,100,0,0,0,0,2019-04-09,2019-04-15,1
20190402,41051,Multnomah County,OR,0,100,0,0,0,0,2019-04-02,2019-04-08,1
20190326,41051,Multnomah County,OR,0,100,0,0,0,0,2019-03-26,2019-04-01,1
20190319,41051,Multnomah County,OR,0,100,0,0,0,0,2019-03-19,2019-03-25,1
20190312,41051,Multnomah County,OR,0,100,0,0,0,0,2019-03-12,2019-03-18,1
20190305,41051,Multnomah County,OR,0,100,0,0,0,0,2019-03-05,2019-03-11,1
20190226,41051,Multnomah County,OR,0,100,0,0,0,0,2019-02-26,2019-03-04,1
20190219,41051,Multnomah County,OR,0,100,99.84,0,0,0,2019-02-19,2019-02-25,1
20190212,41051,Multnomah County,OR,0,100,99.84,0,0,0,2019-02-12,2019-02-18,1
20190205,41051,Multnomah County,OR,0,100,100,0,0,0,2019-02-05,2019-02-11,1
20190129,41051,Multnomah County,OR,0,100,100,0,0,0,2019-01-29,2019-02-04,1
20190122,41051,Multnomah County,OR,0,100,100,0,0,0,2019-01-22,2019-01-28,1
20190115,41051,Multnomah County,OR,0,100,100,0,0,0,2019-01-15,2019-01-21,1
20190108,41051,Multnomah County,OR,0,100,100,0,0,0,2019-01-08,2019-01-14,1
20190101,41051,Multnomah County,OR,0,100,100,0,0,0,2019-01-01,2019-01-07,1
20190430,41053,Polk County,OR,45.91,54.09,0,0,0,0,2019-04-30,2019-05-06,1
20190423,41053,Polk County,OR,45.91,54.09,0,0,0,0,2019-04-23,2019-04-29,1
20190416,41053,Polk County,OR,45.91,54.09,0,0,0,0,2019-04-16,2019-04-22,1
20190409,41053,Polk County,OR,45.91,54.09,0,0,0,0,2019-04-09,2019-04-15,1
20190402,41053,Polk County,OR,28.98,71.02,0,0,0,0,2019-04-02,2019-04-08,1
20190326,41053,Polk County,OR,28.98,71.02,0,0,0,0,2019-03-26,2019-04-01,1
20190319,41053,Polk County,OR,28.98,71.02,0,0,0,0,2019-03-19,2019-03-25,1
20190312,41053,Polk County,OR,42.97,57.03,0,0,0,0,2019-03-12,2019-03-18,1
20190305,41053,Polk County,OR,43.89,56.11,0,0,0,0,2019-03-05,2019-03-11,1
20190226,41053,Polk County,OR,43.89,56.11,0,0,0,0,2019-02-26,2019-03-04,1
20190219,41053,Polk County,OR,0.05,99.95,49.45,0,0,0,2019-02-19,2019-02-25,1
20190212,41053,Polk County,OR,0,100,64.35,0,0,0,2019-02-12,2019-02-18,1
20190205,41053,Polk County,OR,0,100,100,0,0,0,2019-02-05,2019-02-11,1
20190129,41053,Polk County,OR,0,100,100,0,0,0,2019-01-29,2019-02-04,1
20190122,41053,Polk County,OR,0,100,100,0,0,0,2019-01-22,2019-01-28,1
20190115,41053,Polk County,OR,0,100,100,0,0,0,2019-01-15,2019-01-21,1
20190108,41053,Polk County,OR,0,100,100,0,0,0,2019-01-08,2019-01-14,1
20190101,41053,Polk County,OR,0,100,100,0,0,0,2019-01-01,2019-01-07,1
20190430,41055,Sherman County,OR,0,100,0,0,0,0,2019-04-30,2019-05-06,1
20190423,41055,Sherman County,OR,0,100,0,0,0,0,2019-04-23,2019-04-29,1
20190416,41055,Sherman County,OR,0,100,0,0,0,0,2019-04-16,2019-04-22,1
20190409,41055,Sherman County,OR,0,100,0,0,0,0,2019-04-09,2019-04-15,1
20190402,41055,Sherman County,OR,0,100,18.53,0,0,0,2019-04-02,2019-04-08,1
20190326,41055,Sherman County,OR,0,100,18.53,0,0,0,2019-03-26,2019-04-01,1
20190319,41055,Sherman County,OR,0,100,18.53,0,0,0,2019-03-19,2019-03-25,1
20190312,41055,Sherman County,OR,0,100,18.53,0,0,0,2019-03-12,2019-03-18,1
20190305,41055,Sherman County,OR,0,100,96.11,0,0,0,2019-03-05,2019-03-11,1
20190226,41055,Sherman County,OR,0,100,96.11,0,0,0,2019-02-26,2019-03-04,1
20190219,41055,Sherman County,OR,0,100,100,75.71,0,0,2019-02-19,2019-02-25,1
20190212,41055,Sherman County,OR,0,100,100,75.71,0,0,2019-02-12,2019-02-18,1
20190205,41055,Sherman County,OR,0,100,100,75.71,0,0,2019-02-05,2019-02-11,1
20190129,41055,Sherman County,OR,0,100,100,75.71,0,0,2019-01-29,2019-02-04,1
20190122,41055,Sherman County,OR,0,100,100,75.71,0,0,2019-01-22,2019-01-28,1
20190115,41055,Sherman County,OR,0,100,100,75.71,0,0,2019-01-15,2019-01-21,1
20190108,41055,Sherman County,OR,0,100,100,75.71,0,0,2019-01-08,2019-01-14,1
20190101,41055,Sherman County,OR,0,100,100,75.71,0,0,2019-01-01,2019-01-07,1
20190430,41057,Tillamook County,OR,19.99,80.01,0,0,0,0,2019-04-30,2019-05-06,1
20190423,41057,Tillamook County,OR,19.99,80.01,0,0,0,0,2019-04-23,2019-04-29,1
20190416,41057,Tillamook County,OR,19.99,80.01,0,0,0,0,2019-04-16,2019-04-22,1
20190409,41057,Tillamook County,OR,19.99,80.01,0,0,0,0,2019-04-09,2019-04-15,1
20190402,41057,Tillamook County,OR,18.76,81.24,0,0,0,0,2019-04-02,2019-04-08,1
20190326,41057,Tillamook County,OR,18.76,81.24,0,0,0,0,2019-03-26,2019-04-01,1
20190319,41057,Tillamook County,OR,18.76,81.24,0,0,0,0,2019-03-19,2019-03-25,1
20190312,41057,Tillamook County,OR,100,0,0,0,0,0,2019-03-12,2019-03-18,1
